imdb_id,title_x,poster_path,wiki_link,title_y,original_title,is_adult,year_of_release,runtime,genres,imdb_rating,imdb_votes,story,summary,tagline,actors,wins_nominations,release_date,director_1_name,director_2_name,director_1_gender,director_2_gender,box_office_cleaned_inr_crore
tt2104937,Miley Naa Miley Hum,https://upload.wikimedia.org/wikipedia/en/thumb/8/86/Miley_naa_Miley_hum_poster.jpg/220px-Miley_naa_Miley_hum_poster.jpg,https://en.wikipedia.org/wiki/Miley_naa_Miley_hum_(2011_film),Miley - Naa Miley - Hum,Miley - Naa Miley - Hum,0,2011,114,Comedy|Drama|Romance,3.0,159.0,Chirag comes from a wealthy background and assists his father  Siddharth Mehra  to maintain their farmland. His parents have been divorced due to incompatibility arising mainly due to his businesswoman mother  Shalini's hatred of tennis  and he lives with them every alternate month. Both would like him to get married  and accordingly Shalini picks London-based Kamiah  while Siddharth picks Bhatinda-based Manjeet Ahluwalia. Chirag  who sneaks off to practice tennis at night  is asked to make a choice but informs them that he is in love with a model named Anishka. Watch what happens when the displeased couple decide to confront and put pressure on a struggling and unknowing klutz-like Anishka to leave their son alone.,A tennis player incurs his pushy divorced parents' displeasure when he pretends to fall for a struggling model.,,Chirag Paswan|Kangana Ranaut|Neeru Bajwa|Sagarika Ghatge|Poonam Dhillon|Kabir Bedi|Kunal Kumar|Suresh Menon|Dalip Tahil|Shweta Tiwari|,,4 November 2011 (India),Tanveer Khan,,Male,,
tt3449292,Manjhi – The Mountain Man,https://upload.wikimedia.org/wikipedia/en/thumb/4/4f/Manjhi_The_Mountain_Man_-_Poster.jpg/220px-Manjhi_The_Mountain_Man_-_Poster.jpg,https://en.wikipedia.org/wiki/Manjhi_-_The_Mountain_Man,Manjhi: The Mountain Man,Manjhi: The Mountain Man,0,2015,120,Adventure|Biography|Drama,8.0,16622.0,Dashrath Manjhi was a poor man from the lowest of the low castes  living in a remote village cut off from the world by a rocky mountain range. Life for him was a daily struggle for survival. He loved his wife  Phaguniya  beyond belief. One day  while climbing the mountain to bring him food  his wife slipped  fell and died. Overwhelmed by grief  Dashrath decided to carve out a path through the mountain  so that no one else would suffer his fate. For 22 years  all by himself  with just a hammer and a chisel  he hammered away at the rocks  till the path was carved out from the mountain.,Using only a hammer and a chisel  a man spends twenty-two years carving a road through a treacherous mountain.,The Man Who Broke A Mountain For Love,Nawazuddin Siddiqui|Radhika Apte|,2 nominations,21 August 2015 (India),Ketan Mehta,,Male,,18.0
tt2106537,Matru Ki Bijlee Ka Mandola,https://upload.wikimedia.org/wikipedia/en/thumb/3/30/Matru_Ki_Bijlee_Ka_Mandola_poster.jpeg/220px-Matru_Ki_Bijlee_Ka_Mandola_poster.jpeg,https://en.wikipedia.org/wiki/Matru_Ki_Bijlee_Ka_Mandola,Matru ki Bijlee ka Mandola,Matru ki Bijlee ka Mandola,0,2013,151,Comedy|Drama,5.6,5794.0,Harry is an industrialist who loves his daughter Bijlee  and the bond they share with Harry's man friday  Matru. Bijlee's plan to wed the son of a politician  however  brings twists and turns in the lives of Matru  Bijlee and Mandola.,Harry is an industrialist who loves his daughter Bijlee  and the bond they share with Harry's man friday  Matru. Bijlee's plan to wed the son of a politician  however  brings twists and turns in the lives of Matru  Bijlee and Mandola.,,Imran Khan|Anushka Sharma|Pankaj Kapur|Lekha Washington|Arya Babbar|,1 nomination,11 January 2013 (India),Vishal Bhardwaj,,Male,,31.15
tt2033947,Aazaan,https://upload.wikimedia.org/wikipedia/en/3/31/Azaan_movie_poster.jpg,https://en.wikipedia.org/wiki/Aazaan,Aazaan,Aazaan,0,2011,125,Action|Drama|Mystery,4.4,329.0,Aazaan Khan - a young upright army officer  with a mixed lineage of Afghan and Indian parents  working for RAW (India's Research and Analysis Wing) as part of his duties  gets drawn in to the murky world of espionage only to find his younger brother a suspected terrorist. Torn between his love for his country and his brother  Aazaan embarks on his mission of unraveling a conspiracy of science and technology  which turns uglier when he realizes that it stands to threaten the 1.2 billion population of one of the largest developing nations in the world - India. What unfolds is a fast paced story of one man's determination of saving his country against all odds of human defiance. Strengthening him in achieving is mission is his relationship with Afreen - a beautiful Moroccan girl  who grounds him with human emotions of love that help him conquer the plot.,A Secret Agent must race against time to stop terrorists about to unleash an unknown strain of the Ebola Virus.,A Country A Conspiracy A Common Man,Sachiin Joshi|Candice Boucher|Arya Babbar|Samy Gharbi|,,14 October 2011 (India),Prashant Chadha,,Male,,5.0
tt1848771,Aarakshan,https://upload.wikimedia.org/wikipedia/en/thumb/3/38/Aarakshan.jpg/220px-Aarakshan.jpg,https://en.wikipedia.org/wiki/Aarakshan,Aarakshan,Aarakshan,0,2011,164,Drama,6.2,4629.0,Following the Mandal Commission report and the Supreme Court of India's decision to maintain a 27 percent reservation for Dalits and lower/backward castes  right-winged political parties organize protests. The Principal of Shakuntala Thakral Mahavidyalal  a non-government college which is exempt from this mandate  gets in the limelight when it's Principal  Prabhakar Anand  endorses the decision - much to the ire of the trustees as well as the newly appointed Vice-Principal Mithilesh Singh  who has invested Rs.1200 Crores in private coaching classes. Prabhakar refuses to change his stand and ends up tendering his resignation  taking his family  consisting of his wife  Kavita and daughter  Poorbi  to live near Shambhu Yadav's Tabela after they find their family home being taken over by Mithilesh's coaching classes. Attempts to evict Mithilesh's staff will be in vain and will not only end up alienating the family from everyone but Prabhakar will also be summoned and possibly arrested for...,A decision by India's supreme court tests a man's friendships and loyalty.,,Amitabh Bachchan|Saif Ali Khan|Manoj Bajpayee|Deepika Padukone|Prateik|Tanvi Azmi|Saurabh Shukla|Darshan Jariwala|Yashpal Sharma|Mukesh Tiwari|Rajeev Verma|S.M. Zaheer|Chetan Pandit|Vinay Apte|,2 wins & 7 nominations,12 August 2011 (USA),Prakash Jha,,Male,,64.5
tt4249442,Sunglass (film),https://upload.wikimedia.org/wikipedia/en/thumb/c/cd/Sunglass_poster.jpg/220px-Sunglass_poster.jpg,https://en.wikipedia.org/wiki/Sunglass_(2007_film),Sunglass,Sunglass,0,2013,100,Comedy|Drama|Thriller,6.5,24.0,The film is a satirical comedy about the seven-year itch between a husband (Madhavan/Tota Roy Chowdhury) and wife (Konkona Sen Sharma) and how their life turns Topsy-turvy with the entry of what seems to be an ordinary pair of antique sunglasses.,A satirical comedy about the seven-year itch between a husband and wife and how their life turns Topsy-turvy with the entry of what seems to be an ordinary pair of antique sunglasses.,,Jaya Bachchan|Madhavan|Tota Roy Chowdhury|Raima Sen|Naseeruddin Shah|,,10 November 2013 (India),Rituparno Ghosh,,Unknown,,
tt3021244,Chaarfutiya Chhokare,https://upload.wikimedia.org/wikipedia/en/thumb/d/dc/Chaarfutiya_Chhokare.jPG/220px-Chaarfutiya_Chhokare.jPG,https://en.wikipedia.org/wiki/Chaarfutiya_Chhokare,Chaarfutiya Chhokare,Chaarfutiya Chhokare,0,2014,119,Drama|Thriller,6.4,24.0,Neha  comes to a small village in Bihar  India to construct a school building  for her NGO. She meets the principal to discuss the plans. While leaving from there Neha is shocked to know that the three boys who guided her to the school building are hardcore criminals and have been involved in several murders. Faces of all three in their adolescence  get etched in Neha's mind. With the news of the Rupees twenty million fund coming to the village spreads  politics of greed germinates. Paras  a contractor  lures the five school trust members and promises them to redo their houses if they help him construct the school. The trustee members agree but before they can proceed  Lakhan who has a strong foothold over the village hires the three boys to kill Paras. They kill Paras and the tender goes to Lakhan. Neha meets Janki  mother of one of the boys and is shocked to know about the circumstances that led the three boys into crimes. Mired in poverty they thrown into the world of crime for the...,Neha  comes to a small village in Bihar  India to construct a school building  for her NGO. She meets the principal to discuss the plans. While leaving from there Neha is shocked to know ...                    ,,Soha Ali Khan|Zakir Hussain|Seema Biswas|Mukesh Tiwari|Harsh Mayar|Aaditya Jaiswal|,,26 September 2014 (India),Manish Harishankar,,Male,,
tt3678782,Badlapur (film),https://upload.wikimedia.org/wikipedia/en/thumb/f/f7/Badlapur_Poster.jpg/220px-Badlapur_Poster.jpg,https://en.wikipedia.org/wiki/Badlapur_(film),City of Revenge,Badlapur,0,2015,134,Action|Crime|Drama,7.4,20021.0,A young man (Raghu) wants revenge from the people who killed his wife and son in a bank robbery.There are two suspects in this case  one escapes with the money and the other gets caught by the cops and is sentenced 20 years in jail. Fifteen years later he is suffering from cancer and he has only a year to live  so he requests Raghu to forgive his rest of the sentenced and let him get out from the jail. Raghu accepts his apology only on one condition that he names his partner. So after 15 years will Raghu be able to find the other suspect who destroyed his life? Will he punish him and take his 15 years old revenge?,An innocent man turns brutal when his family gets killed in a bank robbery and one of the perpetrators escapes. 15 years later  he begins his deadly game of vengeance.,Don't Miss the beginning.,Varun Dhawan|Nawazuddin Siddiqui|Yami Gautam|Huma Qureshi|Neel Tyagi|Vinay Pathak|Radhika Apte|Pratima Kazmi|Divya Dutta|Kumud Mishra|Ashwini Kalsekar|Murli Sharma|Gopal K. Singh|Zakir Hussain|,4 wins & 12 nominations,20 February 2015 (USA),Sriram Raghavan,,Male,,81.3
tt1980970,Dear Friend Hitler,https://upload.wikimedia.org/wikipedia/en/thumb/7/7b/Dear_Friend_Hitler_film_poster.jpg/220px-Dear_Friend_Hitler_film_poster.jpg,https://en.wikipedia.org/wiki/Dear_Friend_Hitler,Gandhi to Hitler,Gandhi to Hitler,0,2011,108,Drama|History|War,2.6,188.0,Chancellor Adolf Hitler assists Azad Hind Fauj  led by Subhas Chandra Bose  which include a group of Indians who are frustrated with the Gandhian manner of non-violence to compel the oppressive British to quit their country. Punjab-based Balbir Singh is one such member of the Fauj  who has left his wife  Amrita  and son  Veer  behind. Ironically  Amrita is a follower of Mohandas Gandhi  and patiently awaits her husband's return home. Mohandas writes to Adolf  addressing him as 'dear friend'  imploring him to end the violence. The allies  which include America  Russia  Britain and France close in on the Germans  while Adolf  a little perturbed by defectors  but still in company of many loyal supporters  is determined to continue  and even makes preparations to wed his mistress of 12 years  Eva Braun. Meanwhile Balbir and the rest of the Fauj must risk their lives through treacherous territory  allied soldiers  and quite surprisingly - they themselves - when they end up bickering and ...,Adolf Hitler assists India in it's freedom struggle against the British  while Mohandas Gandhi writes to him to end violence.,,Raghuvir Yadav|Neha Dhupia|Aman Verma|Nassar Abdulla|Avijit Dutt|Lucky Vakharia|Nikita Anand|Nalin Singh|,,29 July 2011 (India),Rakesh Ranjan Kumar,,Male,,
tt3726012,Mastizaade,https://upload.wikimedia.org/wikipedia/en/thumb/2/28/Mastizaade_theatrical_poster.jpg/220px-Mastizaade_theatrical_poster.jpg,https://en.wikipedia.org/wiki/Mastizaade,Mastizaade,Mastizaade,0,2016,119,Comedy,2.3,2343.0,Two womanizing bachelors fall in love with twin sisters who run a sex addiction clinic.,Two womanizing bachelors fall in love with twin sisters who run a sex addiction clinic.,,Tusshar Kapoor|Vir Das|Sunny Leone|Asrani|Shaad Randhawa|Suresh Menon|Sushmita Mukherjee|Riteish Deshmukh|Harshada Kulkarni|Rina Charaniya|Vivek Vaswani|Karan Dewani|Kurush Deboo|Munish Makhija|,,29 January 2016 (USA),Milap Zaveri,,Male,,36.44
tt3038772,Kaanchi: The Unbreakable,https://upload.wikimedia.org/wikipedia/en/thumb/c/cb/Kaanchi..._poster.jpg/220px-Kaanchi..._poster.jpg,https://en.wikipedia.org/wiki/Kaanchi...,Kaanchi,Kaanchi,0,2014,151,Drama|Musical|Romance,4.3,539.0,The inner power of a woman who represents over one million suppressed youth against injustice in the country.,The inner power of a woman who represents over one million suppressed youth against injustice in the country.,,Kartik Aaryan|Mishti|Rishi Kapoor|Mithun Chakraborty|Sahil Vaid|,1 nomination,25 April 2014 (India),Subhash Ghai,,Male,,
tt2130242,Tere Naal Love Ho Gaya,https://upload.wikimedia.org/wikipedia/en/thumb/c/cd/Tere_Naal_Love_Ho_Gaya.jpg/220px-Tere_Naal_Love_Ho_Gaya.jpg,https://en.wikipedia.org/wiki/Tere_Naal_Love_Ho_Gaya,Tere Naal Love Ho Gaya,Tere Naal Love Ho Gaya,0,2012,130,Comedy|Drama|Romance,5.8,3831.0,In a quaint village of Haryana lives Miny  a free-spirited tomboy who instantly wins your heart with her bubbly personality. Her father  Bhatti  runs an auto-rickshaw business and is adamant to marry her off against her liking to Sunny. The male protagonist Viren  is a humble and ambitious rickshaw driver working for Miny's father. Bhatti  insecure about Viren's success  sells of all the rickshaws where Viren had carefully stashed his life savings. In an attempt to recover his money from Bhatti  Viren storms into Miny's engagement with fury. This gives Miny the perfect opportunity to escape her marriage and so she stages a kidnap. However  the kidnap goes all wrong and she and Viren land up in Viren's family mansion. Eventually  Miny's father arrives with the ransom that she had asked for and takes her back home. Back in Punjab  while she is being married off to Sunny  it dawns on Viren to go rescue her as he realizes his love for her. But will he manage to do so is what remains to be...,A boy kidnaps a girl  but starts to fall in love with her.,Majnu On The Run! Laila Having Fun!,Riteish Deshmukh|Genelia D'Souza|Om Puri|Tinnu Anand|,2 nominations,24 February 2012 (USA),Mandeep Kumar,,Ambiguous,,32.61
tt7059844,Dabangg 3,https://upload.wikimedia.org/wikipedia/en/thumb/8/89/Dabangg_3_poster.jpg/220px-Dabangg_3_poster.jpg,https://en.wikipedia.org/wiki/Dabangg_3,Dabangg 3,Dabangg 3,0,2019,\N,Action,,,Third installment of the Dabanng film series.,Third installment of the Dabanng film series.,,Salman Khan|Sonakshi Sinha|Sudeep|Mahesh Manjrekar|Ashwami Manjrekar|Nawab Shah|Arbaaz Khan|Abhilash Chaudhary|Saiee Manjrekar|Pramod Khanna|Rajiv Kachroo|Resh Lamba|Manjit Singh|,,,Prabhu Deva,,Male,,230.0
tt2424988,Gabbar Is Back,https://upload.wikimedia.org/wikipedia/en/thumb/c/c7/Gabbar_is_back_first_look.jpg/220px-Gabbar_is_back_first_look.jpg,https://en.wikipedia.org/wiki/Gabbar_is_Back,Gabbar is Back,Gabbar is Back,0,2015,128,Action,7.1,21430.0,Gabbar Singh Rajput (Akshay Kumar) creates his own vigilante military network called the Anti-Corruption Force (ACF) that eliminates the most corrupt individuals  from all walks of life  in a systematic manner. As pressure builds on Police and Government to track down the man who masterminds these killings  Balbir Singh (Sonu Sood) is specially summoned to head the task. He is aided by Suryam (Prakash Raj) who  though being just a constable in the mammoth Police force  is compelled by his instincts to see through the underlying design.,A grief-stricken man takes the law into his own hands when he begins to kidnap and murder corrupt public servants.,,Akshay Kumar|Shruti Haasan|Kareena Kapoor|Jaideep Ahlawat|Chitrangda Singh|Sunil Grover|Shruti Bapna|Jitendra Trehan|Suman|Vikas Shrivastav|Ishita Vyas|Rajiv Kachroo|Sanjay Gurbaxani|Jagdish Rajpurohit|,1 win,1 May 2015 (India),Radha Krishna Jagarlamudi,,Female,,135.81
tt2424988,Gabbar Is Back,https://upload.wikimedia.org/wikipedia/en/thumb/c/c7/Gabbar_is_back_first_look.jpg/220px-Gabbar_is_back_first_look.jpg,https://en.wikipedia.org/wiki/Gabbar_is_Back,Gabbar is Back,Gabbar is Back,0,2015,128,Action,7.1,21430.0,Gabbar Singh Rajput (Akshay Kumar) creates his own vigilante military network called the Anti-Corruption Force (ACF) that eliminates the most corrupt individuals  from all walks of life  in a systematic manner. As pressure builds on Police and Government to track down the man who masterminds these killings  Balbir Singh (Sonu Sood) is specially summoned to head the task. He is aided by Suryam (Prakash Raj) who  though being just a constable in the mammoth Police force  is compelled by his instincts to see through the underlying design.,A grief-stricken man takes the law into his own hands when he begins to kidnap and murder corrupt public servants.,,Akshay Kumar|Shruti Haasan|Kareena Kapoor|Jaideep Ahlawat|Chitrangda Singh|Sunil Grover|Shruti Bapna|Jitendra Trehan|Suman|Vikas Shrivastav|Ishita Vyas|Rajiv Kachroo|Sanjay Gurbaxani|Jagdish Rajpurohit|,1 win,1 May 2015 (India),Radha Krishna Jagarlamudi,,Female,,135.81
tt2424988,Gabbar Is Back,https://upload.wikimedia.org/wikipedia/en/thumb/c/c7/Gabbar_is_back_first_look.jpg/220px-Gabbar_is_back_first_look.jpg,https://en.wikipedia.org/wiki/Gabbar_is_Back,Gabbar is Back,Gabbar is Back,0,2015,128,Action,7.1,21430.0,Gabbar Singh Rajput (Akshay Kumar) creates his own vigilante military network called the Anti-Corruption Force (ACF) that eliminates the most corrupt individuals  from all walks of life  in a systematic manner. As pressure builds on Police and Government to track down the man who masterminds these killings  Balbir Singh (Sonu Sood) is specially summoned to head the task. He is aided by Suryam (Prakash Raj) who  though being just a constable in the mammoth Police force  is compelled by his instincts to see through the underlying design.,A grief-stricken man takes the law into his own hands when he begins to kidnap and murder corrupt public servants.,,Akshay Kumar|Shruti Haasan|Kareena Kapoor|Jaideep Ahlawat|Chitrangda Singh|Sunil Grover|Shruti Bapna|Jitendra Trehan|Suman|Vikas Shrivastav|Ishita Vyas|Rajiv Kachroo|Sanjay Gurbaxani|Jagdish Rajpurohit|,1 win,1 May 2015 (India),Radha Krishna Jagarlamudi,,Female,,135.81
tt2424988,Gabbar Is Back,https://upload.wikimedia.org/wikipedia/en/thumb/c/c7/Gabbar_is_back_first_look.jpg/220px-Gabbar_is_back_first_look.jpg,https://en.wikipedia.org/wiki/Gabbar_is_Back,Gabbar is Back,Gabbar is Back,0,2015,128,Action,7.1,21430.0,Gabbar Singh Rajput (Akshay Kumar) creates his own vigilante military network called the Anti-Corruption Force (ACF) that eliminates the most corrupt individuals  from all walks of life  in a systematic manner. As pressure builds on Police and Government to track down the man who masterminds these killings  Balbir Singh (Sonu Sood) is specially summoned to head the task. He is aided by Suryam (Prakash Raj) who  though being just a constable in the mammoth Police force  is compelled by his instincts to see through the underlying design.,A grief-stricken man takes the law into his own hands when he begins to kidnap and murder corrupt public servants.,,Akshay Kumar|Shruti Haasan|Kareena Kapoor|Jaideep Ahlawat|Chitrangda Singh|Sunil Grover|Shruti Bapna|Jitendra Trehan|Suman|Vikas Shrivastav|Ishita Vyas|Rajiv Kachroo|Sanjay Gurbaxani|Jagdish Rajpurohit|,1 win,1 May 2015 (India),Radha Krishna Jagarlamudi,,Female,,135.81
tt8902990,The Sky Is Pink,https://upload.wikimedia.org/wikipedia/en/thumb/9/93/The_Sky_Is_Pink.jpg/220px-The_Sky_Is_Pink.jpg,https://en.wikipedia.org/wiki/The_Sky_Is_Pink,The Sky Is Pink,The Sky Is Pink,0,2019,143,Drama|Family|Romance,6.6,1659.0,"The Sky Is Pink is the incredible love story of a couple spanning 25 years  told through the lens of their teenage daughter. She is sassy  sardonic  spunky and also...dead. A fact she nonchalantly mentions at the very outset. ""Get over it. It's quite cool actually. You'll see when you get here (which you do know you will right?!)"" Unexpectedly humorous  warm and heart wrenching all at once as the magic of life and beauty of death manifest in one family's unusual  courageous journey in this 100% true story.",It is based on the love story of a couple spanning 25 years  told through the lens of their spunky teenage daughter Aisha Chaudhary  who was diagnosed with a Pulmonary fibrosis .,Har Ek Ka Apna Sky Hota Hain,Zaira Wasim|Priyanka Chopra|Farhan Akhtar|Rohit Saraf|,,11 October 2019 (USA),Shonali Bose,,Unknown,,34.41
tt7363076,Raid (2018 film),https://upload.wikimedia.org/wikipedia/en/thumb/2/28/Ajay_Devgn%27s_Raid_poster.jpg/220px-Ajay_Devgn%27s_Raid_poster.jpg,https://en.wikipedia.org/wiki/Raid_(2018_film),Raid,Raid,0,2018,122,Action|Crime|Drama,7.4,13159.0,Set in the 80s in Uttar Pradesh  India  Raid is based on the true story of one of the most high profile raids the country has ever known. Amay Patnaik (Ajay Devgn)  an upright and no-nonsense Income Tax officer has already been transferred 49 times in the past seven years owing to his idealistic and courageous disposition to uncover tax frauds  hitting hard the pockets of many a big shot. When Patnaik is assigned the case of Tauji  a highly influential and feared man in Uttar Pradesh  little does he know that his unerring determination to bring Tauji to justice would culminate in the longest and most challenging raid of his career as also the history of the Income Tax Department of India. Would Amay succeed in the face of an increasingly stubborn and belligerent Tauji forms the crux of the story.,A fearless income tax officer raids the mansion of the most powerful man in Lucknow after someone mysteriously draws his attention towards the evidence.,Heroes don't always come in uniform,Ajay Devgn|Saurabh Shukla|Ileana D'Cruz|Amit Sial|,2 wins & 3 nominations,16 March 2018 (India),Raj Kumar Gupta,,Male,,153.62
tt1942905,Kucch Luv Jaisaa,https://upload.wikimedia.org/wikipedia/en/thumb/5/5d/Kucch_Luv_Jaisaa_Poster.jpg/220px-Kucch_Luv_Jaisaa_Poster.jpg,https://en.wikipedia.org/wiki/Kucch_Luv_Jaisaa,Kucch Luv Jaisaa,Kucch Luv Jaisaa,0,2011,105,Drama,4.3,119.0,Kuchh Luv Jaisa is a story about a house wife  Madhu (Shefali Shah)  who gets ditched by her husband (Sumit Raghavan) and kids on her birthday which happens to come once in four years  Feb 29. Now Madhu is left with two options as she can either choose to sit at home and sulk  pity herself for the next four years or reinvent her boring  mundane life into an exciting one and take a grip over it. She eventually decides to head out and enjoy her birthday according to her whims and fancies. She splurges her husband's money in an unusual way. She shops for clothes  gets a makeover at an expensive parlour and above all buys a car! It is an unusually fun filled day for her until she meets Raghav (Rahul Bose)  a criminal on the run who is trying to mingle with the 'normal' crowd posing as an undercover agent so that he can escape the cops. A ditzy and happy-go-lucky Madhu runs into Raghav at a coffee shop where he is planning his next move and in this process a casual conversation begins. ...,After getting bored with her love less marriage life  a wife decides to get a breathe of fresh air and meets a hit man.,She is a Housewife escaping BOREDOM. He is a Criminal escaping COPS,Shefali Shah|Om Puri|,,27 May 2011 (India),Shukla Barnali Ray,,Unknown,,
tt2551378,Bullett Raja,https://upload.wikimedia.org/wikipedia/en/thumb/b/b6/Bullett_raja.jpg/220px-Bullett_raja.jpg,https://en.wikipedia.org/wiki/Bullett_Raja,Bullett Raja,Bullett Raja,0,2013,138,Action|Crime|Drama,5.0,3508.0,Bullett Raja is the story of a common man  Raja Mishra  who transforms into a dreaded gangster of the Hindi heartland. A victim of the system and chained by it  Raja's life changes as he takes on those that rule and shakes the very foundations of the nexus of the police  the government  and the industrialists. As he rises and revolts against the system becoming an outlaw  Bullett sets ablaze the nexus and changes the landscape forever. The powers that be  fight back in a compelling struggle for power and money against the backdrop of personal ambitions  greed and revenge. Redefining love  friendship and loyalty  Bullet Raja creates a world  where a common man  tests his endurance and fortitude against the very system he once obediently followed and then declared a war on it!,A common man who transforms into a gangster revolts against the very system he once obediently followed by declaring war on the police  the government  and the industrialists.,,Saif Ali Khan|Jimmy Sheirgill|Vidyut Jammwal|Sonakshi Sinha|Raj Babbar|Gulshan Grover|Ravi Kishan|Chunky Pandey|Vipin Sharma|Rishad Rizvi|Gaurav Jha|,2 wins,29 November 2013 (USA),Tigmanshu Dhulia,Ajit Sable,Unknown,Male,53.6
tt4335698,Honour Killing (film),https://upload.wikimedia.org/wikipedia/en/thumb/f/f5/Honour_Killing_poster.jpg/220px-Honour_Killing_poster.jpg,https://en.wikipedia.org/wiki/Honour_Killing_(film),Honour Killing,Honour Killing,0,2015,\N,Drama|Romance,2.3,7.0,A Father is imprisoned for killing his daughter and son - in - law for marrying into the wrong caste. Whilst in prison he finds enlightenment.,A Father is imprisoned for killing his daughter and son - in - law for marrying into the wrong caste. Whilst in prison he finds enlightenment.,,Zara Sheikh|Sandeep Singh|Javed Sheikh|Tom Alter|Gulshan Grover|Prem Chopra|,,,Avtar Bhogal,,Male,,
tt2804026,Aurangzeb (film),https://upload.wikimedia.org/wikipedia/en/thumb/5/53/Aurangzeb_film_poster.jpg/220px-Aurangzeb_film_poster.jpg,https://en.wikipedia.org/wiki/Aurangzeb_(film),Aurangzeb,Aurangzeb,0,2013,137,Action|Drama|Thriller,6.5,3674.0,"Gurgaon is the most modern boom-town of ""India Shining""  the new frontier to be conquered by those who understand real estate. This city rose from a small town to a boom town satellite city in just fifteen years. However the law and order is yet to catch up. A family of Policemen - A family of Gangsters - Under the guise of a respected citizen  Yashwardhan (Jackie Shroff) runs a parallel world - a world  where he is the Emperor. To bring down a criminal - the law will have to now think like a criminal. When Vishal (Arjun Kapoor) is planted in Yashwardhan's world in place of Ajay (Arjun Kapoor)  the lawmakers (Rishi Kapoor and Prithviraj) roll the dice and a sequence of events unravel - something much more than what Vishal bargained for  as he finds himself in a predicament that puts him to the test. Aurangzeb is all about a world where Kingship knows no Kinship and where there can be only one Emperor.",Kingship knows no Kinship and there can be only one Emperor in Aurangzeb's world. In Gurgaon  to bring down a criminal the law has to think like one.,You are a king| or nothing.,Arjun Kapoor|Prithviraj Sukumaran|Jackie Shroff|Rishi Kapoor|,2 wins & 5 nominations,17 May 2013 (USA),Atul Sabharwal,,Male,,36.5
tt1353093,Familywala,,https://en.wikipedia.org/wiki/Familywala,Familywala,Familywala,0,2014,180,Comedy|Drama|Romance,5.8,57.0,"A rich girl Anjali (Diya Mirza) arrives in India from America after studying  to take over her fathers vast business empire. A poor man Raju (Arjun Rampal) who lives with ""Bawa"" (Paresh Rawal) who has bought him up from childhood  falls in love with Anjali but cannot say it to her face. Raju finds out that Anjali wants to marry a man who has a big family and who has a dad  mum  grandfather and especially a sister. Raju and Bawa hire a mother ( Shoma Anand) who is really a sleazy bar owner  a father (Ashok Saraf)  who is really a beggar  a grandfather (Dilip Prabhabalkar) who is a crazy alcoholic and a sister (Ashwini Kalsekar) a prostitute. Raju tries to convince Anjali that these misfits are his family. But Anjali has a more pressing danger which is that her uncle (Neeraj Vora) has hired an assassin to kill Anjali so that he can have all her property and money. Her uncle also gets his movie mad son (Yash Tonk) to woo her when the assassin fails to kill Anjali. Will Raju convince ...","A rich girl Anjali (Diya Mirza) arrives in India from America after studying  to take over her fathers vast business empire. A poor man Raju (Arjun Rampal) who lives with ""Bawa"" (Paresh ...                    ",,Arjun Rampal|Dia Mirza|Ashok Saraf|Shoma Anand|Yash Tonk|Dilip Prabhavalkar|Neeraj Vora|Sunil Pal|Paresh Rawal|,,TV Movie 31 October 2014,Neeraj Vora,,Male,,
tt8484942,India's Most Wanted (film),https://upload.wikimedia.org/wikipedia/en/a/ae/India%27s_Most_Wanted_poster.jpg,https://en.wikipedia.org/wiki/India%27s_Most_Wanted_(film),India's Most Wanted,India's Most Wanted,0,2019,123,Action|Thriller,4.4,1449.0,India's Most Wanted is a Bollywood action thriller film directed by Raj Kumar Gupta and starring Arjun Kapoor. The film is about tracking a terrorist in a secret mission and arresting him without firing bullets. It pays tribute to unsung heroes of our society.,A group of intelligence officers embark on a top secret mission to track down a wanted international criminal.,,Arjun Kapoor|Sudev Nair|Rajesh Sharma|Prasanth|Santilal Mukherjee|,,24 May 2019 (USA),Raj Kumar Gupta,,Male,,
tt9558612,PM Narendra Modi,https://upload.wikimedia.org/wikipedia/en/thumb/8/80/PM_Narendra_Modi.jpg/220px-PM_Narendra_Modi.jpg,https://en.wikipedia.org/wiki/PM_Narendra_Modi,PM Narendra Modi,PM Narendra Modi,0,2019,136,Biography|Drama,3.3,4484.0,Biography of India's Prime Minister Shri Narendra Modi.,Biography of India's Prime Minister Shri Narendra Modi.,,Boman Irani|Vivek Oberoi|Barkha Bisht|Darshan Kumaar|Zarina Wahab|Manoj Joshi|Suresh Oberoi|Prashant Narayanan|Yatin Karyekar|Rajendra Gupta|Anjan Srivastav|Imran Hasnee|Jay Bhatt|Akshat R Saluja|,,24 May 2019 (USA),Omung Kumar,,Unknown,,28.51
tt10833860,Daaka,https://upload.wikimedia.org/wikipedia/en/thumb/4/45/Daaka.jpg/220px-Daaka.jpg,https://en.wikipedia.org/wiki/Daaka,Daaka,Daaka,0,2019,136,Action,7.4,38.0,Shinda tries robbing a bank so he can be wealthy enough to marry the love of his life and ends up getting caught. But it turns out that he got caught intentionally  and has a much bigger plan in mind  involving one of Punjab`s biggest criminals.,Shinda tries robbing a bank so he can be wealthy enough to marry the love of his life. He ends up getting caught  but it turns out that he has a much bigger plan in mind  involving one of Punjab's biggest criminals.,,Gippy Grewal|Zareen Khan|,,1 November 2019 (USA),Baljit Singh Deo,,Male,,
